"session_id","citizenship","state","education","gender","genoccupation","politicalid","raceethnic","religion","religionid","age","posPrime","negPrime","ampDiff","all_same","complete_amp","shareAware","prime_present","target_present","influence","influence_unintentional","influence_intentional","strategy","strategy_noprime","anything_else"
"14582202","Pakistan",NA,"Ph.D.",NA,"Social Service","Moderately liberal","Asian","Muslim","Moderately religious",42,0.685714285714286,0.542857142857143,0.142857142857143,0,1,0.257142857142857,99,35,25,32,6,"no strategy, it just happened. some triggered good memories and others did not.","by luck","i believe there is an inbuilt error in the study because the abstract is neutral"
"14582212","United States","Deleware","J.D.","Male","Management","Slightly conservative","Black",NA,NA,58,0.971428571428571,0.885714285714286,0.0857142857142857,0,1,0.971428571428571,79,13,92,35,78,"emotional reaction","prior reaction","not certain of the value proposition"
"14582233","United States","Florida","Associates degree","Female","Retired/Unemployed","Moderately liberal","Black","Protestant","Moderately religious",19,0.6,0.514285714285714,0.0857142857142857,0,1,0,98,98,18,98,2,"Whether I felt that the color scheme and pattern was appealing after one picture vs after another picture","n/a","nope"
"14582236","United States","Florida","J.D.","Male","Legal","Moderately liberal","White","Buddhist","Somewhat religious",62,0.0285714285714286,0.0571428571428571,-0.0285714285714286,0,1,0.0142857142857143,84,23,11,84,19,NA,NA,NA
"14582239","United States","Texas","High school graduate","Female","Food Service","Slightly conservative","White","Protestant","Somewhat religious",21,0.542857142857143,0.542857142857143,0,0,1,0.171428571428571,100,100,49,48,49,"If the picture before made me feel happy or mad at the painting",NA,NA
"14582240","United States","Arkansas","Some graduate school","Female","Education","Moderately conservative","White","Protestant","Moderately religious",44,0.971428571428571,0.171428571428571,0.8,0,1,0.957142857142857,99,0,100,49,98,NA,NA,NA
"14582277","United States","California","Junior high","Male","Retired/Unemployed","Neutral","Asian","Hindu","Moderately religious",17,1,0.942857142857143,0.0571428571428572,0,1,0.985714285714286,0,0,0,84,57,"just press i and 1","16","different pics would be nice"
"14582278","United States","Colorado","M.B.A.","Female","Business","Neutral","Pacific Islander","Protestant","Moderately religious",56,0.971428571428571,0.4,0.571428571428571,0,1,1,100,100,100,55,51,NA,NA,NA
"14582333","United States","California","Bachelors degree","Female","Business","Moderately liberal","Asian","Buddhist","Somewhat religious",36,1,1,0,1,1,0,96,10,1,0,1,"None","I based it off my feelings","No"
"14582337","United States","Kansas","Bachelors degree","Female","Education","Strongly conservative","White","Protestant","Moderately religious",51,1,0.0857142857142857,0.914285714285714,0,1,0.114285714285714,99,100,27,32,37,"looking at color and the intensity of the colors and lines","looking how bold the colors and lines were on the painting","no"
"14582341","United States","Massachusetts","Some graduate school","Male","Education","Strongly liberal","White",NA,NA,27,0.542857142857143,0.428571428571429,0.114285714285714,0,1,0.328571428571429,100,100,31,16,15,"Visceral memory of the picture was too powerful to forget.","Considered myself uninfluenced -- my eyes didn't catch them.",NA
"14582342","United States","California","Bachelors degree","Female","Education","Moderately liberal","Hispanic","Catholic","Not at all religious",28,0.176470588235294,0.461538461538462,-0.285067873303167,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"14582343","United States","Massachusetts","Some graduate school","Female","Education","Moderately liberal","White","Catholic","Somewhat religious",23,0.8,0.171428571428571,0.628571428571429,0,1,0.785714285714286,100,99,48,49,49,"Usually I was influenced by the picture.","I guessed on those ones","no"
"14582345","United States","Massachusetts","Bachelors degree","Female","Education","Moderately liberal","Black","Other","Moderately religious",26,0,0,0,1,1,0,NA,NA,13,21,43,"none","Observing the picture","Hurted my eyes a little"
"14582346","United States","Massachusetts","Bachelors degree","Female","Education","Neutral","White","Catholic","Moderately religious",23,0.485714285714286,0,0.485714285714286,0,1,0.942857142857143,100,100,80,83,0,"Whether I thought it was appealing or not based on the picture prior.","I based it on how I felt about the painting.","I accidentally clicked the wrong keys sometimes."
"14582355","United States","Massachusetts","Bachelors degree","Male","Healthcare","Strongly liberal","White","None","Not at all religious",62,0.971428571428571,0.885714285714286,0.0857142857142857,0,1,0.185714285714286,100,0,8,0,6,"I decided after a point (maybe 25% in) to try to link the composition of the photo to the painting in my eidetic imaging. When they were close I rated the photo as influencing my rating - 1, if not I gave a 0. I find abstract paintings to be pleasant. The content of the warning images could not influence my rating of the following images.","Whether I had a perception that the overall shape of the first image corresponded to the shape of the second - an eidetic impression that I was left with when the display was finished.","I might have had low blood sugar or been sleep-deprived and this might have influenced my responses."
"14582357","United States","North Carolina","Some college","Female","Administrative Support","Moderately conservative","White","Protestant","Somewhat religious",46,0,0,0,1,1,0,100,100,99,0,0,"Pics flashed too quickly. Couldn't process them.","I judged the gray box that I could see.","I hated it."
"14582359","United States","Texas","Some college","Female","Retired/Unemployed","Slightly liberal","White","Protestant","Somewhat religious",28,0.828571428571429,0.828571428571429,0,0,1,0,100,99,82,81,0,"whether I was actually able to make out the image","immediate response to colors in abstract painting","No"
"14582364","United States","Massachusetts","Bachelors degree","Female","Education","Strongly liberal","White","None","Not at all religious",25,0.870967741935484,0.310344827586207,0.560622914349277,0,0,0.116666666666667,NA,NA,NA,NA,NA,NA,NA,NA
"14582368","United States","Alabama","Bachelors degree","Female","Education","Moderately conservative","White","Protestant","Moderately religious",29,0.542857142857143,0.457142857142857,0.0857142857142857,0,1,0.614285714285714,100,99,62,54,45,"I focused on how it made me feel.","I would not be able to","no"
"14582371","United States","Colorado","Some graduate school","Female","Management","Strongly liberal","White","Protestant","Moderately religious",54,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14582373","United Kingdom",NA,"Masters degree","Female","Science","Strongly liberal","White","None","Not at all religious",55,0.485714285714286,0.571428571428571,-0.0857142857142857,0,1,0.628571428571429,97,97,59,65,19,"Mostly it was the feeling, occasionally more deliberate eg gun","not influenced","it was more difficult than I thought it would be"
"14582383","Egypt",NA,"Bachelors degree","Female","Business","Neutral","Middle Eastern","Muslim","Not at all religious",20,0.9375,0.714285714285714,0.223214285714286,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"14582386","United States","Geogia","Associates degree","Female","Business","Slightly conservative","Asian","Protestant","Moderately religious",19,0.942857142857143,0.2,0.742857142857143,0,1,0.842857142857143,100,73,95,38,51,"I noticed my reactions to each of the trials.","I could not see about a handful of them. Like 5 or 6, I did not feel influenced on them","no"
"14582397","Iraq",NA,"Bachelors degree","Female",NA,"Slightly liberal","Middle Eastern","Muslim","Moderately religious",23,0.942857142857143,0.0285714285714286,0.914285714285714,0,1,0.771428571428571,NA,NA,50,15,76,"focusing","I don't know",NA
"14582413","United States","California","Some college","Male","Retired/Unemployed","Moderately conservative","Middle Eastern","None","Not at all religious",19,0.485714285714286,0.285714285714286,0.2,0,1,0.142857142857143,93,10,26,100,0,"I tried focusing on when I thought the second picture was coming on.","I decided to say the picture was unpleasant. And it was not influenced.",NA
"14582418","United States","Wisconsin","Some college","Female","Service and Personal Care","Strongly conservative","White","Protestant","Moderately religious",22,0.942857142857143,0.114285714285714,0.828571428571429,0,1,0.342857142857143,100,99,16,28,70,NA,NA,NA
"14582429","United States",NA,"Bachelors degree","Female","Business","Moderately liberal","White","None","Not at all religious",NA,1,0.485714285714286,0.514285714285714,0,1,0.314285714285714,99,99,99,60,18,"if it wasn't completely offensive i continued with pleasant and not affected","pleasant unaffected","no"
"14582433","Canada",NA,"Bachelors degree","Female","Education","Moderately liberal","White","Protestant","Somewhat religious",31,0.428571428571429,0.428571428571429,0,0,1,0.114285714285714,99,99,99,66,83,"I tried to only pay attention to the abstract painting but if my focus was solely on the picture then I thought it had more influence.","I just said that I wasn't.",NA
"14582439","United States","Illinois","Associates degree","Female","Education","Slightly conservative","White","Catholic","Very religious",57,0.942857142857143,0.228571428571429,0.714285714285714,0,1,0.614285714285714,95,96,44,43,47,NA,"too fast",NA
"14582450","United States","North Carolina","Associates degree","Male","Computer/Math","Moderately liberal","Black","None","Not at all religious",49,0.457142857142857,0.828571428571429,-0.371428571428571,0,1,0.928571428571429,100,100,100,0,99,"If I could actually make out what the picture was, and how the picture, once recognizable, made me feel","Since I found that the abstract paintings were all reasonably attractive, if I couldn't make out the picture that was flashed, I automatically deferred to the paintings","I was abit frustrated that I couldn't always make out the whole of the pictures, when being asked to choose between the two.  That's why I leaned on the abstract paintings when a clear picture could not be made out visually."
"14582466","United States","California","Junior high","Female","Retired/Unemployed","Strongly liberal","Asian","None","Not at all religious",15,0.714285714285714,0.714285714285714,0,0,1,0.428571428571429,82,0,59,21,33,"If i saw the same thing multiple times and picked a different answer, or if the color contrast between the first picture and the second made the painting look more aesthetic.",NA,"nope"
"14582472","United States","Florida","Junior high","Female","Education","Neutral","Asian","None","Not at all religious",15,0.371428571428571,0.0285714285714286,0.342857142857143,0,1,1,100,100,100,100,1,NA,NA,NA
"14582474","United States","California","Some college","Female","Retired/Unemployed","Moderately liberal","Multiracial","Other","Not at all religious",29,0.228571428571429,0,0.228571428571429,0,1,0.657142857142857,100,100,57,73,31,"if it caused a negative thought to myself.","I wasn't pleasant so I choose negative.","the static image influenced my rating as well. I don't like static images."
"14582479","United States","New York","Masters degree","Female","Arts/Design/Entertainment/Sports","Moderately liberal","White","None","Not at all religious",29,0.314285714285714,0.542857142857143,-0.228571428571429,0,1,0,69,76,13,99,0,"trying to think back to whether i changed my answer about certain paintings / types of paintings with similar color schemes or not","if i didn't see the painting, i would have to be influenced by the picture - if i didn't see the picture, i was most likely not influenced by it","I think there is a chance that some of the paintings I began to like over time because i was exposed to similar (if not the same) paintings multiple times and perhaps they grew on me - not sure if that's valid or not!"
"14582489","United States","Washington","Associates degree","Female","Service and Personal Care","Strongly liberal","White","None","Somewhat religious",39,0.171428571428571,0.2,-0.0285714285714286,0,1,0.0571428571428571,99,98,12,32,28,NA,NA,NA
"14582500","United States","California","Bachelors degree","Female","Arts/Design/Entertainment/Sports","Moderately liberal","White","Other","Very religious",62,0,0,0,1,1,0,99,0,1,0,0,"AS THE PAINTING NEVER CHANGED, NONE OF THE OTHER IMAGES PRESENTED MADE IT LOOK ANY DIFFERENT.","THE PAINTING APPEARED IN EACH TRIAL.","I FIND THIS STUDY MYSTIFYING."
"14582508","United States","Texas","Some college","Female","Sales","Neutral","White","Catholic","Very religious",23,1,0.0857142857142857,0.914285714285714,0,1,0.828571428571429,100,100,0,72,92,"if I had negative thoughts toward the picture","I said not influenced","no"
"14582511","United States","Texas","Some college","Female","Sales","Neutral","Hispanic","Protestant","Moderately religious",21,0.869565217391304,0.0740740740740741,0.79549114331723,0,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA
"14582513","United States","Texas","Some college","Male","Maintenance","Slightly liberal","White","None","Not at all religious",20,0,0,0,1,1,0,100,0,0,0,0,"Here's the thing: I didn't like any of the paintings because they were all very unoriginal, uninteresting, etc. So I chose to rate every one of them as unpleasant. I didn't care what image showed before the painting because, no matter what, the painting always sucked. I guess you guys should figure out how to make the test aesthete-proof.","I always chose unpleasant because I knew that every one of the paintings was a predictable mess.","I don't think I'm the target audience for this test."
"14582514","United States","Pennsylvania","Some high school","Female","Healthcare","Neutral","Black","Muslim","Somewhat religious",32,0.885714285714286,0.285714285714286,0.6,0,1,0.985714285714286,42,14,33,16,46,"n/a","n/a","n/a"
"14582515","United States","North Carolina","Some college","Male","Production","Slightly conservative","White","Protestant","Very religious",20,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14582517","United States","Colorado","Associates degree","Female","Homemaker or Parenting","Moderately conservative","White","Protestant","Somewhat religious",31,0.857142857142857,0.685714285714286,0.171428571428571,0,1,0,100,100,0,100,0,"I focused solely on the abstract painting itself. I noticed some of the first pictures were happy and pleasant and some were sad or scary, but I tried to pay attention to the abstract painting on its own.","I was trying to focus most on the abstract painting coming up, and therefore did not put my attention on the first photo.","Since the real images were relatable, common, and clear, it was harder to focus on the abstract paintings."
